nome,municipio,telefone,email
MONTEIRO LOBATO EMEI,GUARACAI,(018) 0000000-0000 / (018) 0003705-1614,PMG.EDUCACAO@OUTLOOK.COM
O PEQUENO POLEGAR EMEI,ILHA SOLTEIRA,(018) 0000000-0000 / (018) 0003743-6052,POLEGARPEQUENO120@YAHOO.COM.BR
O PEQUENO PRINCIPE CENTRO DE EDUCACAO INFANTIL,ILHA SOLTEIRA,(000) 0000000-0000 / (000) 0003742-7147,PEQUENOPRINCIPEISA@GMAIL.COM
OLAVO ALVES CARNEIRO EMEI,ANDRADINA,(018) 0003722-4450 / (018) 0003723-0219,JOSEPHAJESUSCARREIRA@BOL.COM.BR
ONDINA HOFIG DE CASTILHO PROFA ESC MUN DE ED BASICA INTEGRAL,ANDRADINA,(000) 0003722-0214 / (000) 0003722-1692,EMEFONDINAHCASTILHO@YAHOO.COM.BR
PAULO FREIRE EMEF,ILHA SOLTEIRA,(000) 0003742-4380 / (000) 0003742-4381,EMEFPAULOFREIREJA@HOTMAIL.COM
RAUL GAMA CAPISTRANO PROFESSOR CENTRO DE ED INFANTIL,SUD MENNUCCI,(018) 0000000-0000 / (018) 0003786-9609,CEISUD@HOTMAIL.COM
ROMEU MARTINS EMEI,ANDRADINA,(018) 0000000-0000 / (018) 0003722-0478,POLOEMEFLEONORSALOMAO@GMAIL.COM
ROSE FACHINI PROFESSORA CRECHE ESCOLA,PEREIRA BARRETO,(018) 0000000-0000 / (018) 0003704-3334,EDUCACAO@PEREIRABARRETO.SP.GOV.BR
ROSELI MAGALHAES GEMINIANO PROFA CENTRO DE EDUCACAO INFANTIL,ANDRADINA,(000) 0003722-3153 / (000) 0003722-3833,
ROSEMIRA AMERICA CARDOSO PEREIRA FERREIRA PROFESSORA EMEI,CASTILHO,(018) 0000000-0000 / (018) 0003741-2075,ROSEMIRAEMEI@HOTMAIL.COM
RUY AMARAL PRADO DR CENTRO DE EDUCACAO INFANTIL,ANDRADINA,(018) 0000000-0000 / (018) 0003722-0227,EMEFZORAIDE@BOL.COM.BR
SACI PERERE CEMEI,PEREIRA BARRETO,(018) 0000000-0000 / (018) 0003704-2707,EDUCACAO@PEREIRABARRETO.SP.GOV.BR
SARA BEATRIZ DE FREITAS PROFESSORA EMEF,MIRANDOPOLIS,(018) 0003708-1288 / (018) 0003709-1140,HARUMI@MIRANDOPOLIS.SP.GOV.BR
SAVERO TRAMONTE EMEI,MIRANDOPOLIS,(018) 0000000-0000 / (018) 0003701-4909,SECRETARIAEMEIS@MIRANDOPOLIS.SP.GOV.BR
SEBASTIAO MORAES CENTRO DE EDUCACAO INFANTIL,ANDRADINA,(000) 0003702-2011 / (000) 0003722-4377,POLOLEONORSALOMAO@IG.COM.BR
SITIO DO PICA PAU AMARELO EMEI,PEREIRA BARRETO,(018) 0000000-0000 / (018) 0003704-3287,EDUCACAO@PEREIRABARRETO.SP.GOV.BR
SORRISO DE CRIANCA CENTRO DE EDUCACAO INFANTIL,ILHA SOLTEIRA,(018) 0000000-0000 / (018) 0003743-6061,CEISORRISO2016@HOTMAIL.COM
SOSSEGO DA MAMAE CENTRO DE EDUCACAO INFANTIL,ITAPURA,(018) 0000000-0000 / (018) 0003745-1105,CEI@ITAPURA.SP.GOV.BR
SOSSEGO DA MAMAE CRECHE MUNICIPAL,PEREIRA BARRETO,(000) 0000000-0000 / (000) 0003704-4060,EDUCACAO@PEREIRABARRETO.SP.GOV.BR
TIA NASTACIA EMEI,PEREIRA BARRETO,(018) 0000000-0000 / (018) 0003704-3306,EDUCACAO@PEREIRABARRETO.SP.GOV.BR
TOMICA ABE PROFESSORA EMEF,MIRANDOPOLIS,(018) 0003708-1288 / (018) 0003708-1333,HARUMI@MIRANDOPOLIS.SP.GOV.BR
TRINIDADE TENO CASTILHO DONA PLACIDA CEI,ANDRADINA,(018) 0003722-4450 / (018) 0003723-0332,JOSEPHAJESUSCARREIRA@BOL.COM.BR
VALERIANO FONSECA EMEF,GUARACAI,(000) 0003705-1249 / (000) 0003705-1635,EMEFVALERIANO@YAHOO.COM.BR
VICTOR PADILHA PROFESSOR EMEF,SUD MENNUCCI,(000) 0003786-1105 / (000) 0003786-1611,EVPADILHA@YAHOO.COM.BR
YOUSSEF NEIF KASSAB DOUTOR EMEF,CASTILHO,(018) 0003741-3300 / (018) 0003741-3301,ESCOLAYOUSSEF@HOTMAIL.COM
ZORAIDE DE CARVALHO OLIVEIRA PROFESSORA EMEF,ANDRADINA,(018) 0003722-3825 / (018) 0003722-3901,EMEFZORAIDEOLIVEIRA.53@HOTMAIL.COM
A MAGIA DE EDUCAR CEMEI,ITAOCA,(015) 0000000-0000 / (015) 0003557-1141,EDUCACAO.ITAOCA@HOTMAIL.COM
ADALBERTO NAOHARU FUJITA EMEIEF,ITAPIRAPUA PAULISTA,(0) 0000000-0000,NAESCOLADOCAMPO@OUTLOOK.COM
AIRTON SENNA DA SILVA EMEI,BARRA DO CHAPEU,(000) 0000000-0000,
ALA EMEIEF,APIAI,(015) 0000000-0000 / (015) 0003552-2245,EMEIEFALA@OUTLOOK.COM
ALEXANDRINA MARIA JOSE DE MACEDO PROFA EMEF,RIBEIRAO BRANCO,(000) 0000000-0000,EDELMANTO@HOTMAIL.COM
ANISIO SILVA DE OLIVEIRA EMEIEF,GUAPIARA,(015) 0003547-1173 / (015) 0003563-5115,EM272700@GUAPIARA.SP.GOV.BR
ANJO DA GUARDA EMEIEF,RIBEIRA,(015) 0000000-0000 / (015) 0003555-1198,EDUCACAO@RIBEIRA.SP.GOV.BR
ANTONIO FAUSTINO GONCALVES EMEIEF,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1143,EM662574@GUAPIARA.SP.GOV.BR
ARCO IRIS EMEI,ITAPIRAPUA PAULISTA,(015) 0000000-0000 / (015) 0003548-1173,EMEI.ARCOIRIS@BOL.COM.BR
ARCO IRIS EMEI,RIBEIRA,(000) 0000000-0000 / (000) 0003555-1198,EDUCACAO@RIBEIRA.SP.GOV.BR
BAIRRO BOMBAS EMEIEF,IPORANGA,(000) 0000000-0000,
BAIRRO LAGOINHA EMEIEF,BARRA DO CHAPEU,(000) 0000000-0000,
BAIRRO MARIA ROSA EMEIEF,IPORANGA,(000) 0000000-0000,
BAIRRO MORRO ALTO EMEF,RIBEIRAO BRANCO,(000) 0000000-0000 / (000) 0003553-1202,EMEFBAIRROMORROALTO@HOTMAIL.COM
BAIRRO NHUNGUARA EMEF,IPORANGA,(000) 0000000-0000,
BAIRRO PAVAO EMEI DO,ITAOCA,(015) 0003557-1141 / (015) 0009661-4141,EDUCACAO.ITAOCA@HOTMAIL.COM
BAIRRO PILOES EMEF,IPORANGA,(000) 0000000-0000,
BALAO MAGICO EMEI,BARRA DO CHAPEU,(000) 0000000-0000,
BENEDITO BARBOSA EM,IPORANGA,(000) 0000000-0000,
BENEDITO PONTES FILHO PROF EMEI,ITAOCA,(000) 0000000-0000 / (000) 0003557-1141,EDUCACAO.ITAOCA@HOTMAIL.COM
BERTHA RAATZ DE OLIVEIRA EMEIEF,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1652,EM240564@GUAPIARA.SP.GOV.BR
BRANCA DE NEVE EMEI,RIBEIRAO BRANCO,(000) 0000000-0000 / (000) 0003553-1230,EMEIBRANCADENEVE@HOTMAIL.COM
CAETANO CHIBBARO PADRE EMEF,ITAPIRAPUA PAULISTA,(015) 0000000-0000 / (015) 0003548-1173,PCAETANOCHIBBARO@BOL.COM.BR
CEMAE PROFA ROSANA DE LIMA,APIAI,(015) 0000000-0000 / (015) 0003552-1668,CEMAEAPIAI@HOMTAIL.COM
CEMEI PROFA LUCI APARECIDA RODRIGUES CARDOSO,APIAI,(000) 0000000-0000,GERSONFALCAO2012@GMAIL.COM
CEMEIEF PROFA CACILDA COSTA SILVA SANTINI,APIAI,(000) 0000000-0000 / (000) 0003558-0207,PROFHONORINAALBUQUERQUE@GMAIL.COM
CEMEIEF PROFA CAROLINA FERREIRA LIMA,APIAI,(000) 0000000-0000,PROFHONORINAALBUQUERQUE@GMAIL.COM
CEMEIEF PROFA DINA FERREIRA CURY DIAS BAPTISTA,APIAI,(000) 0000000-0000 / (000) 0003558-1222,
CEMEIEF PROFA MARIA APARECIDA DE LIMA GARCIA,APIAI,(000) 0000000-0000 / (000) 0099767-1533,GERSONFALCAO2012@GMAIL.COM
CEMEIEF PROFA MARIA APARECIDA MARGARIDO COSTA,APIAI,(000) 0003552-0322 / (000) 0003552-4558,
CEMEIEF PROFA NEYDE DOS SANTOS LISBOA FISCHER,APIAI,(000) 0003558-6001 / (000) 0099639-1357,
CEMEIEF PROFESSOR NELSON JOSE NERI,APIAI,(000) 0000000-0000,
CEMEIEF VOVO MARIA BILESCKI,APIAI,(000) 0000000-0000,
CENTRO MUNICIPAL DE EDUCACAO INFANTIL PADRE JOAO DREISEWERD,IPORANGA,(015) 0000000-0000 / (015) 0003356-0535,
CHAPEUZINHO VERMELHO EMEI,BARRA DO CHAPEU,(000) 0000000-0000,
CLARICE HONORIA DE QUEIROZ EMEIEF,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1652,EM577480@GUAPIARA.SP.GOV.BR
CRECHE MUNICIPAL DO BAIRRO PONTE ALTA,BARRA DO CHAPEU,(000) 0000000-0000,
CRECHE MUNICIPAL DO MORRO AGUDO,BARRA DO CHAPEU,(015) 0000000-0000 / (015) 0003554-1110,
CRECHE MUNICIPAL LEALDINA RODRIGUES PAZ,BARRA DO CHAPEU,(000) 0000000-0000,
CRECHE MUNICIPAL MARIA LUZIA TEIXEIRA RODRIGUES,RIBEIRAO BRANCO,(015) 0000000-0000 / (015) 0099717-3732,CRECHE.ESCOLAMARIALUZIA@GMAIL.COM
CRECHE MUNICIPAL MARIA RODRIGUES DA COSTA,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1482,CMKEROLAINE@GUAPIARA.SP.GOV.BR
CRECHE MUNICIPAL VALDOMIRO RAMOS DOS SANTOS,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1482,CMKEROLAINE@GUAPIARA.SP.GOV.BR
CRIANCA FELIZ EMEI,IPORANGA,(000) 0000000-0000,
DALVA CECILIA DE OLIVEIRA EMEIEF,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1192,EM057496@GUAPIARA.SP.GOV.BR
DEISI MACHADO CORREA PROFA EMEF,RIBEIRAO BRANCO,(000) 0000000-0000 / (000) 0003551-4128,EMEFDEISI@GMAIL.COM
EDUARDO MARCELINO DE JESUS PROF EMEIEF,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1192,EM057496@GUAPIARA.SP.GOV.BR
ELISA DOS SANTOS PROFA EMEIEF,APIAI,(000) 0003552-1110 / (000) 0003552-1676,GERSONFALCAO2012@GMAIL.COM
ELOI CONCEICAO DO ROSARIO EMEF,BARRA DO CHAPEU,(000) 0000000-0000,
EMEI BAIRRO RIO CLARO,ITAOCA,(015) 0000000-0000 / (015) 0009749-9022,EDUCACAO.ITAOCA@HOMAIL.COM
EMEIEF DIOGENES RIBEIRO DE LIMA,RIBEIRA,(015) 0000000-0000 / (015) 0099849-2391,EDUCACAO@RIBEIRA.SP.GOV.BR
EMEIEF DISTRITO DO SALTINHO,RIBEIRA,(015) 0000000-0000 / (015) 0003555-1241,EDUCACAO@RIBEIRA.SP.GOV.BR
EMEIEF DO BAIRRO CONCEICAO DO HERVAL,APIAI,(000) 0000000-0000,GERSONFALCAO2012@GMAIL.COM
EMEIEF EUNICE DIAS BATISTA,RIBEIRA,(000) 0000000-0000 / (000) 0003555-1149,EDUCACAO@RIBEIRA.SP.GOV.BR
EMEIEF JULIA DA SILVEIRA MELLO,RIBEIRA,(015) 0000000-0000 / (015) 0003555-1241,EDUCACAO@RIBEIRA.SP.GOV.BR
EMEIEF OLEGARIO MAGRITO RODRIGUES DA COSTA,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1143,EM577480@GUAPIARA.SP.GOV.BR
EMEIEF PROFA HELENA PINHEIROS KLINGUELFUSS,APIAI,(000) 0000000-0000 / (000) 0003566-0202,EMEIEFELISA@APIAI.SP.GOV.BR
ESCOLA MASSAE UEDA,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1960,EM367515@GUAPIARA.SP.GOV.BR
ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL MARIA TEREZINHA PEDROSO HENRIQUE,IPORANGA,(015) 0000000-0000 / (015) 0003556-1265,EM.NA@HOTMAIL.COM
FAZENDA COIMBRA EMEF,RIBEIRAO BRANCO,(000) 0000000-0000,EMEFFAZENDACOIMBRA@RIBEIRAOBRANCO.SP.GOV.BR
FRANCISCO NUNES SIQUEIRA EMEIEF,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1143,EM662574@GUAPIARA.SP.GOV.BR
GILBERTO DE OLIVEIRA PROF EMEIEF,ITAPIRAPUA PAULISTA,(015) 0000000-0000 / (015) 0003548-4042,EGILBERTODEOLIVEIRA@OUTLOOK.COM
HAMILTON BENEDITO DAS NEVES EMEF,GUAPIARA,(000) 0003547-1143 / (000) 0003563-5115,EM272700@GUAPIARA.SP.GOV.BR
HELENA DE LIMA CAMPOS EMEIEF,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1143,EM662550@GUAPIARA.SP.GOV.BR
HERMINIA DA SILVEIRA MELLO DONA EMEF,BARRA DO CHAPEU,(000) 0000000-0000,
HILDA MATARAZZO DELMANTO PROFA EMEF,RIBEIRAO BRANCO,(015) 0000000-0000 / (015) 0003553-1217,EDELMANTO@HOTMAIL.COM
HONORATO FERREIRA DA SILVA EMEF,RIBEIRAO BRANCO,(000) 0000000-0000 / (000) 0003551-1385,EMHONORATO@HOTMAIL.COM
HONORINA DE ALBUQUERQUE PROFA EMEIEF,APIAI,(015) 0000000-0000 / (015) 0003552-2867,PROFHONORINAALBUQUERQUE@GMAIL.COM
IARA MARIA CAMPOLIM MEREGE CONCEICAO PROFA EMEF,BARRA DO CHAPEU,(015) 0000000-0000 / (015) 0003554-1110,EMEFLEONORMENDES@HOTMAIL.COM
ILMA DE ASSIS PROFA EMEF,BARRA DO CHAPEU,(000) 0000000-0000,
IRENE DE OLIVEIRA EMEIEF,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1960,EM367515@GUAPIARA.SP.GOV.BR
JAIME DE OLIVEIRA PROF EMEF,BARRA DO CHAPEU,(000) 0003554-1110 / (000) 0003554-6100,EMEFLEONORMENDES@HOTMAIL.COM
JANDIRA SARTI DO AMARAL EMEF,BARRA DO CHAPEU,(000) 0000000-0000,
JOAO NIVALDO DE MORAIS PROF EMEF,RIBEIRAO BRANCO,(015) 0000000-0000 / (015) 0003553-1242,ESCOLAJNM2@HOTMAIL.COM
JOSE MACIEL DA SILVA EMEIEF,IPORANGA,(000) 0000000-0000,
KATSUMI JOJI EMEIEF,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1143,EM662550@GUAPIARA.SP.GOV.BR
KEROLAINE PAOLI ALMEIDA DE LIMA CRECHE MUNICIPAL,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1482,CMKEROLAINE@GUAPIARA.SP.GOV.BR
LIRIOS DO VALE EMEIEF,IPORANGA,(000) 0000000-0000,
LOURDES DA ROSA NUNES EMEIEF,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1960,EMLOURDES@GUAPIARA.SP.GOV.BR
LUCAS SILVERIO DA COSTA CENTRO ED DE APOIO MULTIDISCIPLINAR,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1143,CEAM@GUAPIARA.SP.GOV.BR
MARIA APARECIDA MOREIRA PROFA EMEF,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1143,EM577480@GUAPIARA.SP.GOV.BR
MARIA APARECIDA TEIXEIRA CRECHE,RIBEIRAO BRANCO,(0) 0000000-0000,CRECHE.MARIA.APARECIDA@HOTMAIL.COM
MARIA DE LOURDES TEIXEIRA DE SOUZA CRECHE MUNICIPAL,RIBEIRAO BRANCO,(015) 0000000-0000 / (015) 0003553-0209,CRECHERB@HOTMAIL.COM
MONTEIRO LOBATO EMEI,BARRA DO CHAPEU,(000) 0000000-0000 / (000) 0003554-1110,
NOEL DE FREITAS GOMES DR EMEF,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1192,EM057496@GUAPIARA.SP.GOV.BR
PAULINA DE MORAES PROFA EMEF,RIBEIRAO BRANCO,(015) 0000000-0000 / (015) 0003553-7404,EMEFPAULINA@GMAIL.COM
PEDRO LIBERATO DE ASSIS ESCOLA MUNICIPAL,RIBEIRAO BRANCO,(000) 0003533-1230 / (000) 0003553-1242,EMEIBRANCADENEVE@HOTMAIL.COM
PEDRO MARTINS DE PAULA EMEF,ITAPIRAPUA PAULISTA,(0) 0000000-0000,
PEQUENO PRINCIPE EMEI,IPORANGA,(000) 0000000-0000,
PINGO DE GENTE EMEI,BARRA DO CHAPEU,(000) 0000000-0000,
PRAIA GRANDE EMEIEF,IPORANGA,(000) 0000000-0000,
RAIO DE LUZ CRECHE MUNICIPAL,RIBEIRAO BRANCO,(000) 0000000-0000 / (000) 0003551-0315,RAIOLUZRAIODELUZ@HOTMAIL.COM
RAIO DE SOL CRECHE MUNICIPAL,RIBEIRAO BRANCO,(000) 0000000-0000 / (000) 0003551-0318,CRECHEITABOA@HOTMAIL.COM
SANTA ANA CRECHE MUNICIPAL,GUAPIARA,(015) 0000000-0000 / (015) 0003547-1482,CMKEROLAINE@GUAPIARA.SP.GOV.BR
VITOR RODRIGUES DA MOTTA EMEIEF,IPORANGA,(015) 0000000-0000 / (015) 0003556-1315,
ABDUL AZIZ EL KADRE DOUTOR EMEB,GUARARAPES,(000) 0003606-0315 / (000) 0003606-3497,EDUCACAO.GUARARAPES@TERRA.COM.BR
ADELMO ALMEIDA EMEB,GUARARAPES,(018) 0000000-0000 / (018) 0003606-3812,ADELMO-ADELMO@HOTMAIL.COM
ADRIANO GOULART ARRUEE EMEB,ARACATUBA,(000) 0000000-0000,ESCOLASDOSASSENTAENTOS@GMAIL.COM
AIMONE SALA PROFESSOR EMEB,GUARARAPES,(018) 0003606-0376 / (018) 0003606-1234,EDUCACAO.GUARARAPES@TERRA.COM.BR
ALICE COUTO DE MORAES EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-3630,ACM.EDUC@ARACATUBA.SP.GOV.BR
ALINE MARA DOS SANTOS PRO INFANCIA EMEI,RUBIACEA,(018) 0003697-0113 / (018) 0003697-1358,GISLAINEEMAROLATOROSSETTIROSSE@GMAIL.COM
ALVARO DE ALMEIDA PROFESSOR EMEF,VALPARAISO,(018) 0003401-1946 / (018) 0003401-2443,EMEFALVARO@HOTMAIL.COM.BR
ALVINO BARBOSA PROF EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-6839,AB.EDUC@ARACATUBA.SP.GOV.BR
ANA MARIA NERI LANDRE PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003631-1901,AMNL.EDUC@ARACATUBA.SP.GOV.BR
ANNA DOS SANTOS DE BARROS PROFESSORA EMEB,ARACATUBA,(018) 0003624-3730 / (018) 0003624-9883,ASB.EDUC@ARACATUBA.SP.GOV.BR
ANTONIO PINTO DE OLIVEIRA DOUTOR EMEB,GUARARAPES,(018) 0000000-0000 / (018) 0003606-1863,EMEFDRANTONIO@GMAIL.COM
ANTONIO RODRIGUES MARTINS NETO PROFESSOR EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003631-2072,ARMN.EDUC@ARACATUBA.SP.GOV.BR
APPARECIDA GARCIA CARVALHO RICO EMEB,ARACATUBA,(018) 0003608-1122 / (018) 0098161-3578,AGCR.EDUC@ARACATUBA.SP.GOV.BR
BRIGIDA CAGNIN ZANCANER PROFESSORA EMEB,GUARARAPES,(018) 0003406-0246 / (018) 0003606-1234,EDUCACAO.GUARARAPES@TERRA.COM.BR
CAIC RAMONA MARTIN COELHO EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-2410,CRMC.EDUC@ARACATUBA.SP.GOV.BR
CAMILA TOMASHINSKY EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003608-1128,ALICEBOLL@HOTMAIL.COM
CARMELIA MELLO FONSECA PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003609-2020,CMF.EDUC@ARACATUBA.SP.GOV.BR
CENTRO MUNICIPAL DE EDUCACAO INTEGRAL DA CRIANCA E DO ADOLESCENTE,ARACATUBA,(018) 0003608-7572 / (018) 0003622-5464,SOLAR.EDUC@ARACATUBA.SP.GOV.BR
CLAUDIO EVANGELISTA TEIXEIRA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003608-1124,EMEBCLAUDIOEVANGELISTA@GMAIL.COM
CLINEU ALMEIDA DOUTOR CRECHE MUNICIPAL,GUARARAPES,(018) 0000000-0000 / (018) 0003406-2817,EDUCACAO@GUARARAPES.SP.GOV.BR
CRECHE MUNICIPAL PIERINA REZADOR DA SILVA,RUBIACEA,(018) 0000000-0000 / (018) 0003697-9116,EDUCA.CULTURA@RUBIACEA.SP.GOV.BR
CRECHE PROFESSORA NEYDE ARRUDA HERNANDEZ,GUARARAPES,(000) 0000000-0000 / (000) 0003406-3582,EDUCACAO@GUARARAPES.SP.GOV.BR
CRISTIANO OLSEN EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003623-9144,CO.EDUC@ARACATUBA.SP.GOV.BR
CURSO SUPLETIVO MUNICIPAL DE ARACATUBA,ARACATUBA,(018) 0003608-7646 / (018) 0003621-4819,EJA.EDUC@ARACATUBA.SP.GOV.BR
DARCY FONTANELLI PROFESSOR EMEB,ARACATUBA,(018) 0003623-7552 / (018) 0003625-1238,DF.EDUC@ARACATUBA.SP.GOV.BR
DEODATO ISIQUE EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003608-1017,DI.EDUC@ARACATUBA.SP.GOV.BR
DINORAH MARCONDES PROFESSORA EMEI,VALPARAISO,(000) 0000000-0000 / (000) 0003401-7209,EDUCACAO@VALPARAISO.SP.GOV.BR
DJANIRA DOS SANTOS BENETTI EMEF,VALPARAISO,(018) 0000000-0000 / (018) 0003401-2429,DJANIRABENETTI@HOTMAIL.COM
DOM PEDRO I EMEI,VALPARAISO,(018) 0000000-0000 / (018) 0003401-3967,EDUCACAO@VALPARAISO.SP.GOV.BR
DORIVAL REIS CAMARGO BARRIONUEVO SANCHEZ PROFESSOR EMEF,BENTO DE ABREU,(000) 0000000-0000 / (000) 0003601-1219,EMEFPROFDORIVAL@GMAIL.COM
EDITH ALVES MOREIRA EMEI CRECHE,VALPARAISO,(018) 0000000-0000 / (018) 0003401-3162,EDUCACAO@VALPARAISO.SP.GOV.BR
EGLES GABAS DE CARVALHO PROFESSORA EMEF,ARACATUBA,(018) 0003623-2612 / (018) 0003624-5200,EGC.EDUC@ARACATUBA.SP.GOV.BR
ELSA FUMIE UMEBAYASHI NACAGAMI CRECHE,GUARARAPES,(018) 0000000-0000 / (018) 0003406-1080,SUELI.ROBERTO2406@GMAIL.COM
ELZA VIEIRA DE BRITO ZONETTI EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-3095,EVBZ.EDUC@ARACATUBA.SP.GOV.BR
EMEB AUREA GONCALVES SANTANA,SANTO ANTONIO DO ARACANGUA,(018) 0000000-0000 / (018) 0003639-8305,ARNALDOPAULINI@HOTMAIL.COM
EMEB CONSTANCIO JOAO DA COSTA,SANTO ANTONIO DO ARACANGUA,(018) 0000000-0000 / (018) 0003639-1126,CONSTANCIOJCOSTA@OUTLOOK.COM
EMEB EMILIA PEREIRA DOS SANTOS GONCALVES,SANTO ANTONIO DO ARACANGUA,(000) 0000000-0000 / (000) 0003639-1204,EDUCACAO@SAARACANGUA.SP.GOV.BR
EMEB EVARISTO FRANCISCO DO NASCIMENTO,SANTO ANTONIO DO ARACANGUA,(018) 0000000-0000 / (018) 0003639-1501,EDUCACAO@SAARACANGUA.SP.GOV.BR
EMEB PROF MARIA MERCEDES CASSIOLATTO DE SOUZA,ARACATUBA,(018) 0003637-3380 / (018) 0099668-9828,MMCS.EDUC@ARACATUBA.SP.GOV.BR
EMEB PROFA LEILA CRISTINA DE FREITAS MACHADO,ARACATUBA,(018) 0000000-0000 / (018) 0003637-3333,LCFM.EDU@ARACATUBA.SP.GOV.BR
EMEB PROFESSORA LOURDES REGINA DE SOUSA,ARACATUBA,(018) 0000000-0000 / (018) 0003637-3305,LRS.EDUC@ARACATUBA.SP.GOV.BR
ENOY CHAVES DA COSTA LEONE PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-3716,ECCL.EDUC@ARACATUBA.SP.GOV.BR
ERMELINDA GERALDA DA SILVA SOGA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003622-0797,EGSS.EDUC@ARACATUBA.SP.GOV.BR
ESTHER GAZONI PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-4630,EG.EDUC@ARACATUBA.SP.GOV.BR
EURIDES AMARAL MARQUES DE OLIVEIRA CRECHE MUNICIPAL,GUARARAPES,(018) 0000000-0000 / (018) 0003606-5568,CRECHE.EURIDESAMARAL@HOTMAIL.COM
EUZA NEUZA MARCONDES LARIOS PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003622-9692,ENML.EDUC@ARACATUBA.SP.GOV.BR
FAUSTINA MAXIMINIANO DO AMARAL EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003622-0811,EMEBFAUSTINA.AMARAL@YAHOO.COM.BR
FAUSTO PERRI PROFESSOR EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003625-7733,FP.EDUC@ARACATUBA.SP.GOV.BR
FERNANDO GOMES DE CASTRO PROFESSOR EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003631-7266,FGC.EDUC@ARACATUBA.SP.GOV.BR
FLORIANO CAMARGO DE ARRUDA BRASIL PROFESSOR EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003631-0637,FCAB.EDUC@ARACATUBA.SP.GOV.BR
FRANCISCA DE ARRUDA FERNANDES EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003623-5353,FAF.EDUC@ARACATUBA.SP.GOV.BR
FRANCISCO DE ALMEIDA RIBEIRO PROFESSOR EMEB,GUARARAPES,(000) 0000000-0000 / (000) 0003406-4471,EDUCACAO.GUARARAPES@TERRA.COM.BR
HELEN MARGOT DE ASSIS EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-5740,HMA.EDUC@ARACATUBA.SP.GOV.BR
HELIA PINHOLI MUNGO PROFESSORA EMEB,ARACATUBA,(018) 0003631-1766 / (018) 0003631-4261,HPM.EDUC@ARACATUBA.SP.GOV.BR
HENNY FERRAZ HOMEM PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003621-4819,HFH.EDUC@ARACATUBA.SP.GOV.BR
IBIS PEREIRA PAIVA PROFESSORA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003631-4192,IPP.EDUC@ARACATUBA.SP.GOV.BR
INDIO POTI EMEB,ARACATUBA,(018) 0003623-3511 / (018) 0003625-1250,IP.EDUC@ARACATUBA.SP.GOV.BR
IRIS DE FREITAS COSTA PROFESSORA EMEB,GUARARAPES,(000) 0000000-0000 / (000) 0003406-2817,SILVANA_PEDROZO@YAHOO.COM.BR
IVETE ABDO THEODORO DE OLIVEIRA PROFESSORA EMEB,GUARARAPES,(018) 0000000-0000 / (018) 0003606-3809,EMEB.IVETEABDO@GMAIL.COM
JACINTO GUILHERME DE MOURA EMEB,ARACATUBA,(018) 0000000-0000 / (018) 0003631-1423,JGM.EDUC@ARACATUBA.SP.GOV.BR
